1,,advancedcatalysers,3039,0,0,3512,101082
2,,advancedmedicines,1485,0,0,1774,5418
3,,advert1,21542,15484,0,15481,0
4,,aerialedenapple,8331,494,0,493,0
5,,agriculturalmedicines,1231,653,0,652,0
6,,agronomictreatment,3105,0,0,3165,13
7,,alacarakmoskinart,8899,1138,0,1137,0
8,,albinoquechuamammoth,9687,2032,0,2031,0
9,,alexandrite,217277,0,0,231989,786
10,,algae,356,39,0,38,0
11,,alieneggs,25067,19485,0,19481,0
12,,altairianskin,8432,608,0,607,0
13,,aluminium,551,374,113042,347,1
14,,alyabodilysoap,8218,365,0,364,0
15,,ancientcasket,16294,7097,0,7095,0
16,,ancientkey,29931,12893,0,12890,0
17,,ancientorb,17415,7592,0,7590,0
18,,ancientrelic,24962,11462,0,11460,0
19,,ancienttablet,17415,7592,0,7590,0
20,,ancienttotem,20437,9249,0,9247,0
21,,ancienturn,14907,5509,0,5508,0
22,,anduligafireworks,8519,707,0,706,0
23,,animaleffigies,8399,571,0,570,0
24,,animalmeat,1539,0,0,1940,4421
25,,animalmonitors,537,176,0,175,0
26,,antiquejewellery,183163,139376,0,139351,0
27,,anynacoffee,9160,1434,0,1433,0
28,,apavietii,10362,2798,0,2797,0
29,,aquaponicsystems,524,158,0,157,0
30,,aroucaconventualsweets,8737,954,0,953,0
31,,articulationmotors,7588,4644,0,4643,0
32,,assaultplans,26074,13772,0,13769,0
33,,atmosphericextractors,571,247,0,246,0
34,,autofabricators,3827,2510,0,2509,0
35,,azcancriformula42,12440,5155,0,5154,0
36,,bakedgreebles,8211,358,0,357,0
37,,baltahsinevacuumkrill,8479,662,0,661,0
38,,bankiamphibiousleather,8338,502,0,501,0
39,,basicmedicines,493,0,0,315,517
40,,bastsnakegin,8659,866,0,865,0
41,,bauxite,1140,0,0,1556,126029
42,,beer,430,0,0,698,26758
43,,belalansrayleather,8519,707,0,706,0
44,,benitoite,149395,0,0,162258,786
45,,bertrandite,18817,0,0,21131,92795
46,,beryllium,8243,7648,2603,7559,1
47,,bioreducinglichen,1204,609,0,608,0
48,,biowaste,358,93,1787,56,1
49,,bismuth,2441,2206,69282,2150,1
50,,bluemilk,10805,3300,0,3299,0
51,,bootlegliquor,783,58,0,57,0
52,,bromellite,30424,19443,0,19439,0
53,,buckyballbeermats,7957,70,0,69,0
54,,buildingfabricators,2312,0,0,2876,12960
55,,burnhambiledistillate,8466,646,0,645,0
56,,cd75catcoffee,9571,1900,0,1899,0
57,,centaurimegagin,10217,2633,0,2632,0
58,,ceramiccomposites,415,210,7366,179,1
59,,ceremonialheiketea,9251,1538,0,1537,0
60,,cetiaepyornisegg,9769,2125,0,2124,0
61,,cetirabbits,9079,1342,0,1341,0
62,,chameleoncloth,9071,1333,0,1332,0
63,,chateaudeaegaeon,8791,1015,0,1014,0
64,,chemicalwaste,672,21,0,20,0
65,,cherbonesbloodcrystals,16714,10006,0,10004,0
66,,chieridanimarinepaste,8450,629,0,628,0
67,,classifiedexperimentalequipment,11423,4002,0,4001,0
68,,clothing,546,0,0,778,15939
69,,cmmcomposite,5988,5479,333,5413,1
70,,cobalt,3762,3082,18363,2943,1
71,,coffee,1499,0,0,1940,1433
72,,coltan,6163,0,0,7433,85686
73,,comercialsamples,1815,741,0,740,0
74,,computercomponents,776,330,0,329,0
75,,conductivefabrics,709,511,26301,478,1
76,,consumertechnology,6690,0,0,7585,2393
77,,coolinghoses,1886,795,0,794,0
78,,copper,689,511,131527,478,1
79,,coquimspongiformvictuals,8077,206,0,205,0
80,,cropharvesters,2230,1449,0,1448,0
81,,cryolite,12173,0,0,14407,129709
82,,crystallinespheres,12216,4902,0,4901,0
83,,damnacarapaces,8120,254,0,253,0
84,,datacore,6791,4078,0,4077,0
85,,deltaphoenicispalms,8188,331,0,330,0
86,,deuringastruffles,9232,1515,0,1514,0
87,,diagnosticsensor,6727,4644,0,4643,0
88,,diplomaticbag,28625,17580,0,17576,0
89,,disomacorn,8134,270,0,269,0
90,,domesticappliances,740,0,0,1092,6173
91,,duradrives,19356,13004,0,13001,0
92,,earthrelics,15161,10023,0,10021,0
93,,eleuthermals,8507,693,0,692,0
94,,emergencypowercells,2368,1449,0,1448,0
95,,encripteddatastorage,8313,4274,0,4273,0
96,,encryptedcorrespondence,8226,4158,0,4157,0
97,,eraninpearlwhisky,9040,1298,0,1297,0
98,,eshuumbrellas,9343,1642,0,1641,0
99,,esusekucaviar,9625,1962,0,1961,0
100,,ethgrezeteabuds,10197,2610,0,2609,0
101,,evacuationshelter,522,0,0,315,122
102,,exhaustmanifold,1873,1109,0,1108,0
103,,explosives,512,342,27818,310,1
104,,fish,650,0,0,952,13035
105,,foodcartridges,265,0,0,141,382
106,,fossilremnants,11785,7609,0,7607,0
107,,fruitandvegetables,509,0,0,851,5169
108,,fujintea,8597,795,0,794,0
109,,galactictravelguide,8627,359,0,358,0
110,,gallite,11915,0,0,13583,139293
111,,gallium,5203,4770,37414,4655,1
112,,geawendancedust,8618,819,0,818,0
113,,genebank,59082,39725,0,39718,0
114,,geologicalequipment,1886,0,0,2130,1048
115,,geologicalsamples,8313,4274,0,4273,0
116,,gerasiangueuzebeer,8215,362,0,361,0
117,,giantirukamasnails,9174,1450,0,1449,0
118,,giantverrix,12496,5219,0,5218,0
119,,gold,47610,44609,4530,44094,1
120,,gomanyauponcoffee,8921,1162,0,1161,0
121,,goslarite,5979,0,0,7605,279601
122,,grain,410,0,0,731,29568
123,,grandidierite,197292,0,0,213010,786
124,,haidneblackbrew,8837,1067,0,1066,0
125,,harmasilversearum,9762,2118,0,2117,0
126,,havasupaidreamcatcher,14639,7651,0,7649,0
127,,hazardousenvironmentsuits,570,0,0,634,63013
128,,heatsinkinterlink,2100,1267,0,1266,0
129,,heliostaticfurnaces,434,0,0,556,47582
130,,helvetitjpearls,10450,2898,0,2897,0
131,,hip10175bushmeat,9382,1686,0,1685,0
132,,hip41181squid,8947,1192,0,1191,0
133,,hiporganophosphates,8169,310,0,309,0
134,,hnshockmount,1922,1177,0,1176,0
135,,holvaduellingblades,12493,5216,0,5215,0
136,,honestypills,8860,1094,0,1093,0
137,,hr7221wheat,8190,334,0,333,0
138,,hydrogenfuel,113,84,57371,80,1
139,,hydrogenperoxide,3160,0,0,3082,191346
140,,imperialslaves,17499,0,0,17241,3037
141,,indibourbon,8806,1032,0,1031,0
142,,indite,11389,0,0,13103,60361
143,,indium,5845,5460,33790,5395,1
144,,insulatingmembrane,10724,7609,0,7607,0
145,,iondistributor,2363,1449,0,1448,0
146,,jadeite,42383,28773,0,28768,0
147,,jaquesquinentianstill,13845,6751,0,6749,0
148,,jaradharrepuzzlebox,16816,10121,0,10119,0
149,,jarouarice,8169,310,0,309,0
150,,jotunmookah,8780,1003,0,1002,0
151,,kachiriginleaches,8227,375,0,374,0
152,,kamitracigars,12282,4976,0,4975,0
153,,karetiicouture,11582,4182,0,4181,0
154,,karsukilocusts,8543,734,0,733,0
155,,kinagoinstruments,13030,5826,0,5824,0
156,,konggaale,8310,470,0,469,0
157,,korrokungpellets,8067,194,0,193,0
158,,lanthanum,8707,8146,2495,8051,1
159,,largeexplorationdatacash,255841,197260,0,197225,0
160,,lavianbrandy,10365,2802,0,2801,0
161,,leather,435,81,0,80,0
162,,leestianeviljuice,8220,367,0,366,0
163,,lepidolite,771,0,0,1136,368849
164,,lftvoidextractcoffee,9554,1881,0,1880,0
165,,liquidoxygen,1474,843,29931,749,1
166,,liquor,879,0,0,1152,1732
167,,lithium,1772,1511,9410,1470,1
168,,lithiumhydroxide,5673,0,0,5622,35232
169,,livehecateseaworms,8737,954,0,953,0
170,,lowtemperaturediamond,106353,0,0,110255,507
171,,ltthypersweet,8054,179,0,178,0
172,,lyraeweed,8937,1182,0,1181,0
173,,m3_tissuesample_membrane,18352,12369,0,12366,0
174,,m3_tissuesample_mycelium,32825,23041,0,23036,0
175,,m3_tissuesample_spores,6031,3542,0,3541,0
176,,m_tissuesample_fluid,6031,3542,0,3541,0
177,,m_tissuesample_nerves,32825,23041,0,23036,0
178,,m_tissuesample_soft,17216,11574,0,11571,0
179,,magneticemittercoil,1357,741,0,740,0
180,,marinesupplies,4135,2886,0,2885,0
181,,masterchefs,20590,14404,0,14401,0
182,,mechucoshightea,8846,1078,0,1077,0
183,,medbstarlube,8191,334,0,333,0
184,,medicaldiagnosticequipment,3075,1903,0,1902,0
185,,metaalloys,195453,149093,0,149067,0
186,,methaneclathrate,1650,0,0,1587,151660
187,,methanolmonohydratecrystals,2478,1177,0,1176,0
188,,microcontrollers,5590,3778,0,3777,0
189,,militarygradefabrics,984,629,29563,601,1
190,,mineralextractors,801,374,0,373,0
191,,mineraloil,423,96,0,95,0
192,,modularterminals,2475,1177,0,1176,0
193,,moissanite,24833,15588,0,15585,0
194,,mokojingbeastfeast,9788,2146,0,2145,0
195,,momusbogspaniel,9184,1462,0,1461,0
196,,monazite,200975,0,0,188590,304
197,,motronaexperiencejelly,13129,5939,0,5937,0
198,,mukusubiichitinos,8359,525,0,524,0
199,,mulachigiantfungus,7957,70,0,69,0
200,,musgravite,198613,0,0,213876,786
201,,mutomimager,6311,4352,0,4351,0
202,,mysteriousidol,20863,14128,0,14125,0
203,,nanobreakers,2366,1109,0,1108,0
204,,nanomedicines,9859,2227,0,2226,0
205,,naturalfabrics,688,247,0,246,0
206,,neofabricinsulation,5978,3542,0,3541,0
207,,neritusberries,8497,682,0,681,0
208,,nerveagents,13515,11726,1620,11592,1
209,,ngadandarifireopals,19112,12728,0,12725,0
210,,ngunamodernantiques,8545,737,0,736,0
211,,njangarisaddles,8356,522,0,521,0
212,,noneuclidianexotanks,8526,715,0,714,0
213,,nonlethalweapons,1943,0,0,1766,175
214,,ochoengchillies,8601,800,0,799,0
215,,onionhead,8437,614,0,613,0
216,,onionheada,8437,614,0,613,0
217,,onionheadb,8437,614,0,613,0
218,,opal,135284,0,0,120301,304
219,,ophiuchiexinoartefacts,10969,3486,0,3485,0
220,,orrerianviciousbrew,8342,506,0,505,0
221,,osmium,45198,17002,0,16999,0
222,,p_particulatesample,45525,32553,0,32547,0
223,,painite,53016,0,0,55036,633
224,,palladium,50639,37815,0,37808,0
225,,pantaaprayersticks,9177,1454,0,1453,0
226,,performanceenhancers,6790,0,0,7585,878
227,,personalgifts,16535,9803,0,9801,0
228,,pesticides,437,120,0,119,0
229,,platinum,58263,33786,0,33780,0
230,,platinumaloy,18333,11844,0,11841,0
231,,polymers,376,135,110551,101,1
232,,powerconverter,1433,795,0,794,0
233,,powergenerators,2466,0,0,2980,17699
234,,powergridassembly,2659,1660,0,1659,0
235,,powertransferconduits,2212,1363,0,1362,0
236,,praseodymium,8620,5354,0,5353,0
237,,preciousgems,160280,121803,0,121781,0
238,,progenitorcells,6752,0,0,6561,309
239,,pyrophyllite,11538,0,0,13947,141888
240,,radiationbaffle,1787,1031,0,1030,0
241,,rajukrustoves,8378,547,0,546,0
242,,rapabaosnakeskins,8285,442,0,441,0
243,,reactivearmour,2224,0,0,2008,264
244,,reinforcedmountingplate,2454,1560,0,1559,0
245,,resonatingseparators,5937,0,0,6658,57472
246,,rhodplumsite,176839,0,0,185501,633
247,,robotics,2020,1177,0,1176,0
248,,rockforthfertiliser,9,4,0,3,0
249,,rusanioldsmokey,11994,4650,0,4649,0
250,,rutile,2083,0,0,2593,108329
251,,s6_tissuesample_cells,7210,4352,0,4351,0
252,,s6_tissuesample_coenosarc,51920,37626,0,37619,0
253,,s6_tissuesample_mesoglea,27009,18855,0,18851,0
254,,s9_tissuesample_shell,12546,8127,0,8125,0
255,,s_tissuesample_cells,4780,2675,0,2674,0
256,,s_tissuesample_core,28819,20157,0,20153,0
257,,s_tissuesample_surface,13361,8682,0,8680,0
258,,samarium,25852,17281,0,17277,0
259,,sanumameat,8504,690,0,689,0
260,,sap8corecontainer,67593,49740,0,49731,0
261,,saxonwine,8983,1234,0,1233,0
262,,scientificresearch,20151,9439,0,9437,0
263,,scientificsamples,7955,3851,0,3850,0
264,,scrap,300,81,0,80,0
265,,semiconductors,1136,907,14962,868,1
266,,serendibite,172711,0,0,186574,786
267,,shanscharisorchid,9043,1302,0,1301,0
268,,silver,37223,34046,3965,33230,1
269,,skimercomponents,1119,0,0,1562,438
270,,smallexplorationdatacash,25005,16641,0,16638,0
271,,soontillrelics,19885,13604,0,13601,0
272,,sothiscrystallinegold,19112,12728,0,12725,0
273,,spacepioneerrelics,9780,6176,0,6174,0
274,,structuralregulators,1932,0,0,1766,114
275,,superconductors,6679,6185,30496,6111,1
276,,surfacestabilisers,726,411,35802,385,1
277,,survivalequipment,684,0,0,951,113
278,,syntheticfabrics,416,197,77213,166,1
279,,syntheticmeat,440,0,0,252,835
280,,syntheticreagents,6651,6675,1178,6595,1
281,,taaffeite,52089,36488,0,36481,0
282,,tacticaldata,15622,9014,0,9012,0
283,,tanmarktranquiltea,9177,1453,0,1452,0
284,,tantalum,4044,3651,4647,3562,1
285,,tarachtorspice,8642,846,0,845,0
286,,taurichimes,8549,741,0,740,0
287,,tea,1696,0,0,2131,4085
288,,telemetrysuite,3214,1660,0,1659,0
289,,terrainenrichmentsystems,4928,3320,0,3319,0
290,,thallium,3745,3439,48418,3355,1
291,,thargoidheart,140275,105353,0,105334,0
292,,thargoidscouttissuesample,23731,16321,0,16318,0
293,,thargoidtissuesampletype1,63272,46019,0,46011,0
294,,thargoidtissuesampletype2,72212,53198,0,53188,0
295,,thargoidtissuesampletype3,82435,60852,0,60841,0
296,,thargoidtissuesampletype4,107495,80479,0,80465,0
297,,thehuttonmug,7986,102,0,101,0
298,,thermalcoolingunits,3760,0,0,4457,5265
299,,thorium,11317,10637,2042,10515,1
300,,thrutiscream,8550,742,0,741,0
301,,tiegfriessynthsilk,8478,660,0,659,0
302,,timecapsule,5364,3077,0,3076,0
303,,tiolcewaste2pasteunits,8710,924,0,923,0
304,,titanium,1208,815,205381,781,1
305,,tobacco,5325,0,0,5615,2173
306,,toxandjivirocide,8275,430,0,429,0
307,,transgeniconionhead,8472,654,0,653,0
308,,tritium,51707,39668,0,39661,0
309,,unknownartifact,306252,236278,0,236236,0
310,,unknownartifact2,443535,346632,0,346571,0
311,,unknownartifact3,51920,37626,0,37619,0
312,,unknownbiologicalmatter,51920,37626,0,37619,0
313,,unknownresin,32825,23041,0,23036,0
314,,unknowntechnologysamples,39930,28469,0,28464,0
315,,unstabledatacore,4516,2510,0,2509,0
316,,uraninite,2957,0,0,3838,122649
317,,uranium,2827,2504,6234,2441,1
318,,usscargorareartwork,16807,10447,0,10445,0
319,,uszaiantreegrub,8578,774,0,773,0
320,,utgaroarmillenialeggs,9163,1438,0,1437,0
321,,uzumokulowgwings,13845,6751,0,6749,0
322,,vanayequirhinofur,8331,494,0,493,0
323,,vegaslimweed,9588,1920,0,1919,0
324,,vherculisbodyrub,8010,130,0,129,0
325,,vidavantianlace,12615,5354,0,5353,0
326,,volkhabbeedrones,10198,2611,0,2610,0
327,,water,278,0,0,649,162534
328,,waterpurifiers,484,0,0,820,7337
329,,watersofshintara,13711,6599,0,6597,0
330,,wheemetewheatcakes,8081,210,0,209,0
331,,wine,507,0,0,779,16747
332,,witchhaulkobebeef,11085,3618,0,3617,0
333,,wolf1301fesh,8399,571,0,570,0
334,,wulpahyperboresystems,8726,942,0,941,0
335,,wuthielokufroth,8194,338,0,337,0
336,,xihecompanions,11058,3587,0,3586,0
337,,yasokondileaf,12171,4850,0,4849,0
338,,zeesszeantglue,8161,301,0,300,0
339,,aganipperush,14220,7340,0,7267,0
340,,basicnarcotics,10149,0,0,9982,961
341,,battleweapons,7451,5935,18014,5807,1
342,,borasetanipathogenetics,13679,6726,0,6659,0
343,,combatstabilisers,3666,0,0,3431,4738
344,,gilyasignatureweapons,13038,5981,0,5921,0
345,,hip118311swarm,13448,6470,0,6405,0
346,,kamorinhistoricweapons,9766,2308,0,2285,0
347,,landmines,4780,2962,0,2932,0
348,,onionheadc,4828,2094,0,2073,0
349,,pavoniseargrubs,8364,651,0,644,0
350,,personalweapons,4749,3702,397816,3577,1
351,,terramaterbloodbores,13414,6431,0,6367,0
352,,damagedescapepod,16966,0,0,34665,1660
353,,hostage,34604,0,0,34629,190
354,,occupiedcryopod,30363,0,0,30371,190
355,,personaleffects,9543,0,0,9545,190
356,,usscargoblackbox,31062,0,0,31069,190
357,,wreckagecomponents,9033,0,0,9283,1897
358,,slaves,13155,0,0,14067,1571
359,,AgronomicTreatment,3105,0,0,3654,55
360,,HydrogenFuel,113,84,61282,80,1
361,,HydrogenPeroxide,3160,0,0,3212,102083
362,,LiquidOxygen,1474,0,0,2360,113978
363,,Tritium,51707,0,0,53971,2163
364,,Water,278,0,0,718,35253
365,,Clothing,546,196,22194,177,1
366,,ConsumerTechnology,6690,0,0,7743,1443
367,,DomesticAppliances,740,422,1094,394,1
368,,SurvivalEquipment,684,365,754,341,1
369,,Algae,356,0,0,723,68215
370,,Animalmeat,1539,0,0,2031,2195
371,,Coffee,1499,0,0,2031,3216
372,,Fish,650,0,0,1022,10003
373,,FoodCartridges,265,42,128708,28,1
374,,FruitAndVegetables,509,0,0,918,11602
375,,Grain,410,0,0,793,31605
376,,SyntheticMeat,440,0,0,830,7359
377,,Tea,1696,0,0,2225,2382
378,,CMMComposite,5988,0,0,6871,9733
379,,CeramicComposites,415,0,0,777,210006
380,,CoolingHoses,1886,0,0,1944,33091
381,,InsulatingMembrane,10724,0,0,11888,6057
382,,Polymers,376,0,0,736,316413
383,,Semiconductors,1136,0,0,1583,42824
384,,Superconductors,6679,0,0,7743,29198
385,,AtmosphericExtractors,571,267,19442,248,1
386,,BuildingFabricators,2312,1824,937,1774,1
387,,CropHarvesters,2230,1730,13842,1683,1
388,,EmergencyPowerCells,2368,0,0,2981,10382
389,,GeologicalEquipment,1886,1397,80874,1358,1
390,,HNShockMount,1922,1397,16221,1358,1
391,,MarineSupplies,4135,3502,83248,3412,1
392,,MineralExtractors,801,418,36504,398,1
393,,PowerGenerators,2466,1867,32690,1817,1
394,,SkimerComponents,1119,756,1336,722,1
395,,ThermalCoolingUnits,3760,3157,622,3074,1
396,,WaterPurifiers,484,195,6254,176,1
397,,AdvancedMedicines,1485,0,0,1860,5775
398,,BasicMedicines,493,196,11467,177,1
399,,PerformanceEnhancers,6790,0,0,7740,801
400,,ProgenitorCells,6752,0,0,7743,398
401,,Aluminium,551,0,0,936,179510
402,,Beryllium,8243,0,0,9289,49960
403,,Cobalt,3762,0,0,5217,34678
404,,Copper,689,0,0,1103,250881
405,,Gallium,5203,0,0,6107,35686
406,,Gold,47610,0,0,51252,6489
407,,Indium,5845,0,0,6871,16221
408,,Lithium,1772,0,0,2331,179942
409,,Osmium,45198,0,0,49282,29847
410,,Palladium,50639,0,0,54037,34821
411,,Platinum,58263,0,0,61012,2596
412,,Praseodymium,8620,0,0,8739,26170
413,,Samarium,25852,0,0,26092,16654
414,,Silver,37223,0,0,41066,11247
415,,Tantalum,4044,0,0,4849,21845
416,,Titanium,1208,0,0,1713,64451
417,,Uranium,2827,0,0,3487,143175
418,,LowTemperatureDiamond,106353,0,0,124084,541
419,,Painite,53016,0,0,47806,396
420,,Beer,430,0,0,758,35885
421,,BootlegLiquor,783,0,0,736,1020
422,,Liquor,879,502,1519,478,1
423,,Tobacco,5325,0,0,5761,5544
424,,Wine,507,0,0,845,7605
425,,DamagedEscapePod,16966,0,0,16926,271
426,,Hostage,34604,0,0,34638,55
427,,OccupiedCryoPod,30363,0,0,30380,55
428,,PersonalEffects,9543,0,0,9550,55
429,,USSCargoBlackBox,31062,0,0,31079,55
430,,WreckageComponents,9033,0,0,9289,541
431,,ImperialSlaves,17499,16136,8014,15938,1
432,,AutoFabricators,3827,0,0,4583,9300
433,,ComputerComponents,776,365,1481,341,1
434,,HazardousEnvironmentSuits,570,0,0,871,132362
435,,MicroControllers,5590,0,0,6477,3461
436,,Robotics,2020,0,0,2566,10815
437,,ConductiveFabrics,709,0,0,1103,100353
438,,Leather,435,0,0,758,163290
439,,NaturalFabrics,688,0,0,1022,585246
440,,SyntheticFabrics,416,0,0,771,294570
441,,Biowaste,358,36,7299,21,1
442,,Scrap,300,79,81917,65,1
443,,NonLethalWeapons,1943,0,0,2566,3487
444,,ReactiveArmour,2224,0,0,2834,2587
445,,SurfaceStabilisers,726,0,0,1014,2227
446,,EvacuationShelter,522,0,0,796,157
447,,StructuralRegulators,1932,0,0,2410,31
448,,antimattercontainmentunit,0,0,0,728900,1
449,,usscargoprototypetech,0,19181,0,0,0
450,,militaryintelligence,0,3199,0,0,0
451,,usscargomilitaryplans,0,860,0,0,0
